@relation BILANCIAdataset400NUOVO-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute descr string
@attribute Puzzle numeric
@attribute Adventure numeric
@attribute Action numeric
@attribute RPG numeric
@attribute Simulation numeric
@attribute Strategy numeric
@attribute Shooter numeric
@attribute Sports numeric
@attribute Racing numeric
@attribute Educational numeric
@attribute Fighting numeric
@attribute BoardGames numeric

@data
' short puzzl platform game made week game jam touch ',1,0,0,0,0,0,0,0,0,0,0,0
' throw light sourc around map stealth way past guard make sure pick back though control wasd move left click throw beacon escap quit game menu paus everywher els contributor eliza graftonprogramm startzprogramm miniolevel map design rubinwrit creativ lead wengwrit franci majewskicompos sound ',1,0,0,0,0,0,0,0,0,0,0,0
' core mechan age portal vice versa portal magnet small grid base react age effect goal game match size object portal player drag ',1,0,0,0,0,0,0,0,0,0,0,0
' video game short stori begin show sign grow ruthless favor complet state goal origin creat part micro game jam creat game week order abl publish game call credibl project abbrevi mind particular uniqu stori hing someth happen write could probabl improv kind game publish total develop time come hour game unfortun support window game provid free donat requir appreci ',1,0,0,0,0,0,0,0,0,0,0,0
' submiss gmtk game jam need one frustrat puzzl sidescrol one bullet kill enemi room made silentflamex ',1,0,0,0,0,0,0,0,0,0,0,0
' creat real physic puzzl use cad softwar printer origin releas simpl digit version puzzl peopl could tri puzzl sinc copi actual puzzl exist unfortun left puzzl sun long warp complet ruin remain digit artifact photo puzzl never ',1,0,0,0,0,0,0,0,0,0,0,0
' creator airport scanner come sequel airport scanner super addict luggag scan game brand new gameplay experi player versus player smuggl game work way mission airport across build rank stop bad guy bring bad thing secur still get flight time stay top ever chang rule regul work busier busier airport use ray scanner look carri luggag find prohibit item scanner equip high tech explod view let realli get see bag enough also equip scanner arsenal handi power help handl even craziest bag time around also smuggler sneaki passeng tri smuggl valuabl collect past scanner midst frantic action find collect get add collect smuggler join team send new smuggler anoth player airport help build collect collect pack collect bag send friend random oppon hope wont find find smuggl everi collect game featur new explod view scan mode multipl view angl like real ray scanner smuggl collect item past friend extra reward new pvp gameplay find rare collect item airport multipl mission mean hour enjoy real tsa prohibit allow item fulli upgrad ray scanner power line manag fast track first class passeng get flight crew flight one tap line manag reward collect coin upgrad success complet line manag game lot brain bend rule variat keep toe addit featur challeng friend tri smuggl collect baggag screen beauti iphon retina graphic univers support includ iphon ipad ',1,0,0,0,0,0,0,0,0,0,0,0
' airship adventur made gmtk game jam theme one control right shiftspacea arrow key font thaleah tini world ',1,0,0,0,0,0,0,0,0,0,0,0
' fan music well enjoy play awesom piano game challeng friend see tap faster get best score artist specif design game atmospher relax yet fun play piano melodi game get faster time keep focus enjoy listen like artist song enjoy play beautifuli design game tap black tile let past bottom line creat melodi piano ',1,0,0,0,0,0,0,0,0,0,0,0
' game week cours first week game made theme week second less short bomb defus game click bomb move around click interact part bomb tri defus second credit bomb count counter strike valv corpor offic ambienc youtub offic sound ambienc background sound effect exploison video youtub stock exploison meme ',1,0,0,0,0,0,0,0,0,0,0,0
' made day gamejam play alchemist tri job layabout goblin keep get way make potion accord instruct fine get wrong howev thing get weird ',1,0,0,0,0,0,0,0,0,0,0,0
' philosoph stone ever heard capabl turn base metal mercuri gold silver also call elixir life use rejuven achiev immort attent wait best part creat noth need give project game entir made hour solo realli enjoy jam game combin ingredi final reach philosoph stone help find work combin check book click alchemist drain blood start reach enough blood synthes philosoph stone control game playabl mous key useful space put game paus solnak ',1,0,0,0,0,0,0,0,0,0,0,0
' short first person puzzl game made two week first game jam point click way room ',1,0,0,0,0,0,0,0,0,0,0,0
' thank check alibi game made hour gmtk game jam unfortun due run time origin submiss contain bug prevent complet updat version browser firefox chrome window linux mac osx releas short jam want play game intend solv mysteri rate submit game play alibi revolv around idea detect caught time loop one els awar reliv everi day everi minut game time never happen still retain inform case everyth els reset everi minut includ item obtain aim cross everi suspect one person left hope find perpetr might break loop interact follow way click hous question resid ask resid one question per loop ask blue question result give item want deliv anoth resid item question resid click item generat red question ask red question result hand chosen item hand wrong item resid return item refus talk hand correct item mean provid inform regard case might result give alibi anoth resid cross suspect list click white hous sleep manual reset loop point friday june young girl goe miss small town saturday june detect find race time never end everyon suspect everyon alibi find kidnapp time stop murder escap loop alibi short point click crime game detect stuck time loop everi minut detect day begin separ item gain leav inform gather question resid small sleepi town within beauti hand paint watercolour world fight time save captiv detect one minut ask one question person one person alibi alibi made team three brother first game gmtk gamejam art asset design write code creat scratch jam game made use godot engin music bensound www bensound com creativ common kinoko brother design program sootston artwork eddi binni dialogu stori bath token ',1,0,0,0,0,0,0,0,0,0,0,0
' friday june young woman goe miss small town saturday june detect find race time never end everyon suspect everyon alibi find kidnapp time stop murder escap loop alibi short point click crime game detect stuck time loop everi minut detect day begin separ item gain leav inform gather question resid small sleepi town within beauti hand paint watercolour world fight time save captiv alibi made team three brother gmtk gamejam detect one minut ask one question kinoko brother design direct program sootston artwork eddi binni dialogu stori bath token music bensound creativ common ',1,0,0,0,0,0,0,0,0,0,0,0
' like awar latest fashion let dress alic latest fashion must cute night parti choos nice dress pant heel mani accessori everi girl use prom queen great varieti suit combin like lot dress mani top jacket mani hairstyl pant skirt shoe want fashion design use creativ put togeth best combin fashion design fun dress game girl dress game free ',1,0,0,0,0,0,0,0,0,0,0,0
' gmtk gamejam fun everyth come one one drag one sphere thing happen start energi coresinject core improv structur strengthbounc mani obstacl may harm spheresspher split breakingspher also restor impact otherrestor reinforc structurecollect star levelsrecycl energi sphere end level make end ',1,0,0,0,0,0,0,0,0,0,0,0
' keen control chao keep order ensur calm train base puzzl game respons maintain peac reduc stress passeng undertak daili commut passeng line enter train swipe avail seat quick effici possibl delay seat passeng caus rippl line much like traffic jam line delay long game player aim seat mani train worth passeng make mistak ',1,0,0,0,0,0,0,0,0,0,0,0
' destroy circl one made gmtk game jam like circl check latest game circl steam ',1,0,0,0,0,0,0,0,0,0,0,0
' one uniqu minimalist puzzl game red rectangl yellow clone tri follow movement one control progress next level one left therefor must find way sacrific clone help spawan blue block help click posit need use block jump use prevent movement bet also one place somewher remov previous locat note abl spawn block player clone air glitch bug make get intend experi also use way solv level cant figur control side arrow key move spacebar jump left click spawn block background music alexandro icydemon koutrouli icyd mon gmail com ',1,0,0,0,0,0,0,0,0,0,0,0
' simpl puzzl platform theme ludum dare year start noth allow interpret start win condit goal call think goal pickup order complet level ',1,0,0,0,0,0,0,0,0,0,0,0
' almost blue aesthet short drama full voic mini point click puzzl game set littl road memori imagin realiti may thing wear headphon strong recommend play mous left click navig collect equip use item mous right click drop equip item featur hand drawn background italian school comic style immers jazzi noir atmospher english italian full voic act origin cool jazz classic credit music mile davi fall love easili billi holiday get along without well cheryl bentyn fool want mention fiction cureau chet baker funni valentin game total free money receiv use track art design stori program louie raphael english translat diego delfino voic act diego delfino special thank umberto parisi psycho dev help creat faster game total free took lot work time energi like idea project art pleas consid make donat help creat game ',1,0,0,0,0,0,0,0,0,0,0,0
' alert game translat english recommend play know korean well ',1,0,0,0,0,0,0,0,0,0,0,0
' get black hole strang white star twinkl distanc think see red green hue belov death bad enough red demon look friend well alon simpl portal game creat feel emot game jam ',1,0,0,0,0,0,0,0,0,0,0,0
' alon game chose one way combin letter make mind game most made experi game maker never made complet game music sound effect made draw quick thing horror game even though style might elud hope enjoy game updat move game game maker studio make work better new comput font use ',1,0,0,0,0,0,0,0,0,0,0,0
' visual gorgeous typographi stun soundtrack also tranquil atmospher appadvic relax challeng word game alpha omega cover fair nice app solv crossword puzzl first last letter guid clue everywher level full clue reveal abl deciph word becom clue enabl deciph word level graduat origin level pack whenev readi jump right challeng level pack includ content releas regular relax gamemplay rush take time think beauti ambient soundtrack instrument artist elskavon accompani gameplay music player want play specif song simpli listen music work hop music player full soundtrack avail fingertip color theme chang entir look feel game board sync progress keep progress synchron maco devic icloud premium everyth includ premium version alpha omega level unlimit hint zero app purchas make alpha omega download find final import note word puzzl first last letter lock place enough get start enjoy alpha omega sure hope mind leav good review mac app store appreci much alway feel free get touch support borderleap com thank support ',1,0,0,0,0,0,0,0,0,0,0,0
' game begin end life etern repetit curios explor mysteri confus frustrat sad suffer resili endur denial accept learn trust faith hope pride humil simplic complex sub text meta vers realiti sew let know make end thank play ',1,0,0,0,0,0,0,0,0,0,0,0
' alphabear origin word puzzl game spri fox develop award win game tripl town alphabear spell word select letter grid use letter next bear appear letter use area bigger bear get point earn perform well enough might win bear keep forev bear win use powerup futur game increas point earn use certain letter spell certain word extend timer increas decreas frequenc letter appear ',1,0,0,0,0,0,0,0,0,0,0,0
' game made week inspir flash game name blox also possibl play android older version bug play slide block join color ',1,0,0,0,0,0,0,0,0,0,0,0
' puzzel game inspir alt shortcut exit applic second entri trijam level hour time limit control click alt use mous move until reach without touch red part note game contain free sound asset various artist download opengameart org ',1,0,0,0,0,0,0,0,0,0,0,0
' control wasd movement space jump left mous button travel dimens move mous rotat camera esc paus menu stori scientist research time travel get close finish time machin sudden break destroy whole research facil broken time machin alter time space around devic allow switch current dimens dimens build construct goal get broken research facil use new devic need use dimens cube dimens pass obstacl eventu escap facil programm paolo gregorio zitella itch programm model cameron collin itch compos sound design antoni arcoiri twitter antonyski itch artist model reponja instagram david kelava itch voic actor nichola haddad nichopocho voic actress eva engin godot version stabl ',1,0,0,0,0,0,0,0,0,0,0,0
' puzzl game move circl around destroy blue red block level various gameplay element game progress ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small ball maze brought finish line usual locat end labyrinth game three level difficulti choos base prefer want game without problem choos easi level difficulti want test safe choos complex level complex everi time play maze game maze differ realli cool aspect mani maze game creat whole new maze everi time start play level becam even greater becam even difficult interest use keyboard arrow key navig differ maze amaz level kind labyrinth color art calm music ',1,0,0,0,0,0,0,0,0,0,0,0
' amaz long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small ball maze brought red cube usual locat end labyrinth use keyboard arrow key wasd navig differ maze amaz level chois calm relax soundtrack space art ',1,0,0,0,0,0,0,0,0,0,0,0
' readi solv amaz paint puzzl crazi lab casual game brand tabtal develop publish fun addict game crazi lab partner independ develop studio across globe creat engag mobil content audienc age like watch visit follow crazylabsgam contact let know think question suggest technic support contact talk crazi lab com privaci app free play certain game item may requir payment app includ advertis tabtal third parti redirect user site app third parti site social network link connect other play option accept push notif inform excit news updat age gate prevent access featur protect children restrict behavior advertis inform share privaci matter app may enabl data collect limit purpos respond support queri enabl analyz improv app featur servic person content includ target analys inform refer privaci polici note refer third parti subject polici download updat use app consent collect use devic inform data display report purpos term use ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz abc perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small hedgehog maze brought portal usual center maze activ game mani kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use mous cursor navig differ maze amaz abc level mani kind labyrinth calm soundtrack abstract art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz christma perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need lead small candi maze candi deliv portal activ collect piec gingerbread game kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze control chang set wasd button arrow click main menu button wasd arrow amaz christma level kind labyrinth calm soundtrack christma art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz classic invert perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small hedgehog maze brought portal usual center maze activ game kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze amaz classic invert level kind labyrinth calm soundtrack abstract art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz classic perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small hedgehog maze brought portal usual center maze activ game kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze amaz classic level kind labyrinth calm soundtrack abstract art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz dark time perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small ball maze brought portal usual locat end labyrinth game need pass maze certain time time find key open portal level becam even greater becam even difficult interest mani maze game creat whole new kind maze use button navig differ maze amaz dark time level timer cool soundtrack dark art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz doubl perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small ball maze brought portal usual locat end labyrinth game need pass maze time find gem open portal level becam even greater becam even difficult interest mani maze game creat whole new kind maze use arrow key button navig differ maze amaz doubl level teleport beauti gem calm soundtrack color art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz easter perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need lead small rabbit maze rabbit deliv portal activ collect easter egg maze game kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze control chang set wasd button arrow click main menu button wasd arrow amaz easter level kind labyrinth easter egg calm soundtrack easter art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz frozen perfect suitabl children also whole famili tri tangl maze without touch touch start level exit labyrinth move larger labyrinth continu get labyrinth game need pass small ball maze brought portal usual locat center labyrinth activ level becam even greater becam even difficult interest mani maze game creat whole new kind maze use mous cursor navig differ maze amaz frozen level kind labyrinth calm soundtrack abstract art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz gear perfect suitabl children also whole famili tri tangl maze evad trap hit one trap start level exit labyrinth move larger labyrinth continu get labyrinth game need pass small gear maze deliv portal usual center maze activ level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze amaz gear level trap gear calm soundtrack abstract art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz halloween perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small pumpkin maze brought portal usual center maze activ game kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze control chang set wasd button arrow click main menu button lower right corner wasd keyarrow amaz halloween level kind labyrinth calm soundtrack halloween art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small ball maze brought finish line usual locat end labyrinth game three level difficulti choos base prefer want game without problem choos easi level difficulti want test safe choos complex level complex everi time play maze game maze differ realli cool aspect mani maze game creat whole new maze everi time start play use keyboard arrow key navig differ maze amaz level difficulti color art calm music ',1,0,0,0,0,0,0,0,0,0,0,0
' start noth gameplay find way maze find key wasd movement featur random generat maze random distribut key ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz lunar perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need lead small lucki chines coin maze coin deliv portal activ collect piec chines dragon game kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze control chang set wasd button arrow click main menu button wasd arrow amaz lunar level kind labyrinth dragon calm soundtrack asian art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz patrick perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need lead small lucki coin maze coin deliv rainbow portal activ collect piec clover pot gold game kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze control chang set wasd button arrow click main menu button wasd arrow amaz patrick level kind labyrinth calm soundtrack saint patrick day art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz untouch perfect suitabl children also whole famili tri tangl maze without touch touch start level exit labyrinth move larger labyrinth continu get labyrinth game need pass small ball maze brought portal usual locat center labyrinth activ level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze amaz untouch level kind labyrinth calm soundtrack abstract art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz valentin perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need lead small heart maze heart deliv portal activ collect piec fli heart game kind level level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key button navig differ maze control chang set wasd button arrow click main menu button wasd arrow amaz valentin level kind labyrinth calm soundtrack romant art ',1,0,0,0,0,0,0,0,0,0,0,0
' long develop think attent today give opportun interest attract game appear vast space allow poke brain game amaz zer perfect suitabl children also whole famili tri get tangl labyrinth exit labyrinth move larger labyrinth continu get labyrinth game need pass small ball maze brought portal usual locat end labyrinth game three kind level choos base prefer level becam even greater becam even difficult interest mani maze game creat whole new kind maze use keyboard arrow key navig differ maze amaz zer level kind labyrinth calm soundtrack abstract art ',1,0,0,0,0,0,0,0,0,0,0,0
' hello leblublub year old make game first game jam secret game jam juli use arrow move let ',1,0,0,0,0,0,0,0,0,0,0,0
' search lost treasur next episod hit hidden object adventur seri legend tell spanish ship load gold vanish caribbean sea local call lost fortun caribbean secret mission find golden treasur explor exot locat travers tropic island find clever hidden object level track clue miss fortun find legendari cach gold featur find hidden object level explor exot caribbean locat play three way find secret treasur unlimit seek find unlimit match find hidden skull unlock unlimit game mode play uniqu mini game includ match word search mani play clock relax mode time limit learn interest fact complet mission ',1,0,0,0,0,0,0,0,0,0,0,0
' aminoacid fast pace physic base colour match game inspir real life process protein format insid cell match aminoacid correspond codon rna strand drag ribosom real word match colour ball colour rectangl bottom drag slot race highest score care avoid mutat toxin includ game mode across difficulti arcad score high within time limit synthesi tri complet chain long without make mani mistak real synthesi creat chain real life protein includ insulin hemoglobin backstori care aminoacid start life colleg eventu finish part internship zpx interact softwar releas septemb littl fanfar busi plan play basic one made money sinc game sinc drop mobil store decid port make much need improv releas complet free enjoy ',1,0,0,0,0,0,0,0,0,0,0,0
' brave adventur made final floor dungeon final treasur within grasp wait get first place help forget friend recal clear everi previous dungeon floor work backward jog memori one thing sure though start floor item whatsoev amnesiac adventur dungeon puzzl twist start end make way begin rule adventur start floor item think backward time tri end imposs situat cours take easi way mayb amnesiac adventur open everi singl chest kill everi singl zombi play wasd moveus mous click button prompt top left screenclick retri refresh level start endyou hold one type item helmet sword goal make way entranc dungeon without item helmet sword interact possibl object get full score good end gah hell project made game solo work uniti game first solo uniti project whiiiiich polish sever lack suck even usual plus bought playmak two day ludum dare start suffic say learn thing work hard way use brand new engin game jam best way get caught need know opinion time permit love polish game mayb add level object interact consid short preview could music sound effect particl mayb mobil build whole shebang meantim though enjoy game forget give opinion know whose game play next also anyon plan record playthrough mighti curious game would look play video backward hope got backward logic right program use uniti playmak magicavoxel ',1,0,0,0,0,0,0,0,0,0,0,0
' block racist jump right control whatnot explain ',1,0,0,0,0,0,0,0,0,0,0,0
' amper puzzl game develop team game design student within month goal creat uniqu puzzl experi switch power reconnect cabl make way facil keep mind still prototyp team mathieu hentschel game design code johann knop game design code laura brosi game design art anim ',1,0,0,0,0,0,0,0,0,0,0,0
' robot tri pass everyth pointless gather water game bad pleas enjoy ',1,0,0,0,0,0,0,0,0,0,0,0
' game simpl grab key unlock door level get harder ',1,0,0,0,0,0,0,0,0,0,0,0
' escapea escap room game solv puzzl code escap room figur clue look room find way use whatev find room solv room much look forward demo version game first built hope enjoy game inspir cube escap art piec game inspir hollow knight put ',1,0,0,0,0,0,0,0,0,0,0,0
' infinit calm relax trip across everlast color ocean clear island roll cube match color tile uncov surpris along way toward calmer chill mindset creat player enjoy calm puzzl retreat beauti minimalist world featur simpl tile match gameplay easi learn endless island complet built generat million uniqu layout color combin color minimalist visual constant chang play hidden secret discov along journey calm otherworld synth soundtrack cliffdiv ',1,0,0,0,0,0,0,0,0,0,0,0
' game submiss gamedevmotiv jam launch game face black screen discov pass black screen access game want play game without attempt solv puzzl better design click find access game let know comment section ',1,0,0,0,0,0,0,0,0,0,0,0
' anagrapp cup challeng addict word puzzl game keep mind sharp improv vocabulari concentr spell skill fun rule simpl aim game find word reveal hidden word tap letter one one slide finger one letter anoth featur free app challeng memori attent languag mental agil contain enjoy game pace without time limit level letter easi play challeng master clean unclutt look want check previous level back level list play internet connect problem play anagrapp cup anytim anywher play differ languag english spanish german french italian portugues swedish norwegian dutch russian progress languag preserv challeng train brain excel word game improv anagram skill mind game age extra daili brain train monday tuesday wednesday thursday friday saturday sunday play day anytim anywher alon friend famili level access start note level wait new level applic updat get stuck use collect hint reveal letter one word find word librari rich forget verb tens word anagrapp cup latest top rate word game creator hit app anagrapp play spell learn time download anagrapp cup train vocabulari becom word master free turn play mani word abl find anagrapp cup free option buy app item hint anagrapp cup also offer follow subscript option get hint everi week best price week week price display usd actual charg might convert local currenc depend countri resid payment charg itun account confirm purchas subscript automat renew unless auto renew turn least hour end current period account charg renew within hour prior end current period identifi cost renew subscript may manag user auto renew may turn time user account set purchas inform pleas visit link cancel current subscript allow activ subscript period unus portion free trial period offer forfeit user purchas subscript public addit inform term use privaci polici ',1,0,0,0,0,0,0,0,0,0,0,0
' grandfath hous bring tablet anyth bore left said could play favorit game codebreak comput abl comput anyth year old hard driveless beast patienc run ancient beast creat ludum dare short humor puzzl game quaint unfamiliar comput becom decad think concept lot comed potenti hope one day develop flesh game around favorit part crank sourc code ',1,0,0,0,0,0,0,0,0,0,0,0
' begin void begin begin nothing noth slept horrid repugn essenc aros exist violent crime void noth could answer dissolv exist back start noth nothing return play game nothing return small puzzl game devour univers object game move maw void exist devour return nothing howev maw must leav exist exist complet devour maw entir surround return nothing leav world intact navig menu use arrow key select menu option use space enter select menu option default control game wasd arrow key moveescap paus gameu undo mover restart level keybind chang set menu includ support gamepad credit tini world map tileset lanea zimmerman paul barden tangibl dark music keplar alagard romulus font pix ',1,0,0,0,0,0,0,0,0,0,0,0
' want support click come android attack import engin clickteam fusion develop control space submiss gbjam theme game boy see game ',1,0,0,0,0,0,0,0,0,0,0,0
' blast new angri bird puzzl adventur game bird trap insid balloon bet pig behind tap match balloon blast smithereen free flock use balloon bustin skillz outsmart pig save bird egg celent level find smartest way solv puzzl crack high score earn three star grab reward everi day daili quest alreadi got join week event chase month puzzl piec blast take world global leaderboard plenti ever grow number level master get blast featur fun level week pick play time place even offlin teas brain challeng strateg gameplay creat booster rocket bomb laser gun daili challeng earn free reward booster week event mighti leagu treasur hunt puzzl chase find piec new puzzl everi month play friend connect facebook global leaderboard earn spot high score imessag sticker littl blast imessag need help visit support page send messag angri bird blast complet free play option app purchas avail either way blast get see term use privaci polici ',1,0,0,0,0,0,0,0,0,0,0,0
' life bubbl pop dream new puzzl game new play style never seen angri bird game burst dream bubbl babi angri bird solv puzzl make naptim extra dreami mani uniqu puzzl solv everi week truli live dream play easi pop bubbl combin booster tap pop group similar color dream bubbl pop enough bubbl earn red booster tap red take row bubbl combin two red make chuck pop bubbl four direct combin two chuck make extra power bomb booster babi bomb may look cute explos energi even clear entir screen bubbl combin bubbl creat power booster dreami featur easi pick play tap pop group dream bubbl combin mani bubbl unleash special power dream bubbl fall accord physic make everi level uniqu master differ type challeng play hundr fun level new level everi friday tapir adapt music system react gameplay decis real time need help visit support page send messag like facebook angri bird dream blast complet free play option app purchas avail term use privaci polici ',1,0,0,0,0,0,0,0,0,0,0,0
' whether celebr holiday throughout year get readi next movi premier get heck hatchl alway readi good time join special limit time event help get parti start dress keep casual cute hatchl love dress fun outfit play level event get hand cutest outfit hatchl friend meet whole flock hundr hatchl meet one cute button uniqu fun person play level fun match puzzl meet lot match puzzl take ton fun cute casual puzzl uniqu challeng defeat piggi clean mud collect sweet treat angri bird rescu red bomb chuck angri bird movi need littl help match four thing bring bird defeat piggi featur fun familiar swap match gameplay lot fun level differ challeng collect cute outfit special event meet new hatchl friend defeat piggi download free play offlin need help visit support page send messag angri bird match complet free play option app purchas avail term use privaci polici game may includ direct link social network websit intend audienc age direct link internet take player away game potenti brows web page advertis rovio product also product select partner option make app purchas bill payer alway consult beforehand applic may requir internet connect subsequ data transfer charg may appli initi download addit content download may includ data charg ',1,0,0,0,0,0,0,0,0,0,0,0
' free full game download happen everyon favorit fierc fowl get cage ship rio get angri rio origin angri bird kidnap taken magic citi rio janeiro manag escap must save friend blu jewel two rare macaw star hit movi rio rio mighti eagl mighti eagl one time app purchas use forev get stuck level cool creatur dive sky smash meddl monkey oblivion one catch use mighti eagl per hour mighti eagl also includ new gameplay goal achiev power boost bird abil help complet level three star unlock extra content power includ sling scope laser target power potion supers bird samba burst danc destruct tnt littl explos help call flock blizzard macaw mayhem fun level plus action pack bonus level across episod spectacular boss fight put bird fling skill ultim test call flock get demolit help macaw buddi power potion juic bird power potion transform bird devast giant unlock bonus level find object hidden throughout game unlock even level follow twitter becom fan angri bird facebook term servic privaci polici applic may requir internet connect subsequ data transfer charg may appli import messag parent game may includ direct link social network websit intend audienc age direct link internet take player away game potenti brows web page advertis rovio product also product select partner option make app purchas bill payer alway consult beforehand ',1,0,0,0,0,0,0,0,0,0,0,0
' free full game download happen everyon favorit fierc fowl get cage ship rio get angri rio origin angri bird kidnap taken magic citi rio janeiro manag escap must save friend blu jewel two rare macaw star hit movi rio rio mighti eagl mighti eagl one time app purchas use forev get stuck level cool creatur dive sky smash meddl monkey oblivion one catch use mighti eagl per hour mighti eagl also includ new gameplay goal achiev power boost bird abil help complet level three star unlock extra content power includ sling scope laser target power potion supers bird samba burst danc destruct tnt littl explos help call flock blizzard macaw mayhem fun level plus action pack bonus level across addict episod spectacular boss fight put bird fling skill ultim test call flock get demolit help macaw buddi power potion juic bird power potion transform bird devast giant unlock bonus level find object hidden throughout game unlock even level follow twitter becom fan angri bird facebook term use applic may requir internet connect subsequ data transfer charg may appli import messag parent game may includ direct link social network websit intend audienc age direct link internet take player away game potenti brows web page advertis rovio product also product select partner option make app purchas bill payer alway consult beforehand ',1,0,0,0,0,0,0,0,0,0,0,0
' mobil game time blast space play interstellar level across planet includ solar system whether ici orb cold cut volcan explos red planet utopia planet made entir junk food even solar system episod offer intergalact fun everi turn low graviti environ space result spectacular gameplay rang slow motion puzzl lightspe destruct brand new bird special abil whole galaxi explor sky longer limit intergalact phenomenon worth everi penni appcrav take fundament physic base fling origin turn head satisfi yet complet familiar heap pig smash fun gamespot anyon burnt vanilla bird fling enjoy game world adventur ign interstellar level new playabl charact uniqu special abil bird zero graviti space adventur trick shot use planet graviti hidden bonus level beauti detail background daili mission join global phenomenon goe galact becom fan angri bird facebook follow twitter term use privaci polici applic may requir internet connect subsequ data transfer charg may appli import messag parent game may includ direct link social network websit intend audienc age direct link internet take player away game potenti brows web page advertis rovio product also product select partner option make app purchas bill payer alway consult beforehand ',1,0,0,0,0,0,0,0,0,0,0,0
